ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.22500000000000003,-0.07500000000000001,True,-0.2850250481714948,3.07979796742613e-09,0.12147204361312244,0.5329697359104423,0.39577024804302846,0.07155826696869241,0.09978182691389467,0.1335167709887662,-0.03289204031376575,3.141781080891341,-1.7871203633025703e-05,3.104926393085048
