ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,-0.07500000000000001,True,-0.5235295064662999,3.266568981090593e-09,0.0016521681100737109,0.8584850201694876,0.5236915673734843,0.33910081319434904,0.2101634468604766,0.3934997076955861,0.1743172175529012,6.282714212575341
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.22499999999999998,-0.07500000000000001,True,-0.47177281146853195,5.104047746052469e-10,0.0013394947924371024,0.7147867536577442,0.5074773803099758,0.15977157276646736,0.15869321550866422,0.18621306255053038,0.19825501273474752,3.14111450962449
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.22499999999999998,-0.07500000000000001,True,-0.502390336744735,1.11508844539867e-09,0.0015739550679879958,0.7952691343567517,0.5179316278259627,0.08498326605949554,0.3281675766710835,0.1861916565333115,0.3216019721869904,1.9614333988133412,5.282592699095025
