ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,-0.15,True,-0.43711210273169315,1.7350757919100532e-10,0.0906753836269282,0.6297637243173532,0.4936792494604375,0.06849110384598815,0.1295976121203231,0.16512979326679025,0.04692149301069077,6.276090472150332
