ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.3,True,-0.44630008203695176,1.7743388364513256e-09,0.04847536609572222,0.6504640282422299,0.4998426943850582,0.10103540694970153,0.14151419214415412,0.19742781777060345,0.06869913388074389,6.2800606003105806
