ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.07500000000000001,True,-0.4484103800038725,2.148148929303285e-10,0.05309903618464169,0.6547928071996639,0.5035005157118634,0.1386995468677648,0.1471256797347453,0.21779676464401757,0.06789173520651266,0.0031314199060267574
