ans,J2,J3,Energy,Sigma,gap,L,A1,A2,B1,B2,B3
q0,-0.3,0.2625,-0.46554717886635544,2.127104668802888e-11,-0.00016650513436603707,0.6922434317861591,0.49742713359871793,0.09689701061583979,0.13644538571921094,0.17124578649595115,-0.12416159488963033
A1,A2,B1,B2,B3
3.024636097137545,-3.8719583095314647,-8.38562552729627,1.0626499680199686,-1.1085021789369875
ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.3,0.2625,-0.525160013023106,9.687875839896413e-12,-0.020972283184021726,0.8624026302213222,0.5168454054344647,0.043761206183642015,-0.4342719178896706,0.202822111606052,0.20338141710388782,1.9194501686723477
A1,A2,A3,B1,B2,phiA1
3.7356784332587267,-1.5126788710517758,0.4404254738687996,-4.388933660948169,1.1478595851599493,0.1619311462697226
