ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.3,-0.3,-0.4360714399128135,1.0955770211157785e-08,0.09880954552677092,0.6291509973133459,0.49213279199529764,0.056643321984196665,0.12793285739830323,0.15954722004919106,0.047438028740193726
A1,A3,B1,B2,B3
3.0586644328423063,-1.4431233985590097,-7.330080986633902,-3.0177527143848693,0.4873879078104437
