ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,-0.15,True,-0.5006603104739588,3.0577591908951032e-09,0.009237356909237136,0.7917059505650966,0.5239747000859452,0.29138758049394015,0.19779793597659745,0.35814447284208856,-0.1641739017516343,3.1415723561300104,0.00029025474311903396,3.1421453444900393
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.15,-0.15,True,-0.4751498611754834,3.045386051961585e-09,0.0017903490795167104,0.7386103715144176,0.5132394527176596,0.178693852397564,0.17823551461680884,0.19854664393465232,-0.253340612185908,3.1416161788378183,3.218402416433809,3.1419858088798263
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.15,-0.15,True,-0.482355851632418,4.639038797482535e-09,0.006869720710875129,0.7396049997165011,0.5154298480561653,0.08953957748736881,-0.26520983613928223,0.17388997848705295,0.28545265943523657,1.9783354859289,3.142080528488656,4.1722754977654795,5.268714613335304
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.15,-0.15,False,-0.46718695007511174,9.026635684882671e-05,0.08559404134845172,0.699851661182433,0.5021669253641117,-0.11334700423351035,0.14932150114451498,0.17423360470969038,0.007102473059385966,1.6478512468635271,3.142313439485866,5.075178900295252,4.941177315704233
