ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,0.14999999999999997,True,-0.5033316521784503,2.66834696229084e-09,0.01150049746550457,0.7974826324041457,0.5220440688837841,0.3432436074431081,0.1955777354246582,0.369474156246558,-0.14967928704807865,3.141664935526972,0.0005656254179622508,3.1413288564178594
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,0.14999999999999997,True,-0.4595715430185556,2.391995997500167e-09,0.0029298798789101125,0.6899793792217395,0.5063134500027988,0.1321545971928628,0.15913409886580512,0.1792658646923176,-0.17662410749098306,3.141966143213974,3.218006458323405,3.141004080596903
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.07500000000000001,0.14999999999999997,True,-0.5011000890363105,5.887733014072817e-09,0.002432440908806869,0.7978252081302368,0.5191715399185702,0.1316803855338621,-0.38041486648093104,0.19243564473559172,0.3365548860780468,1.9434461772132967,3.1410664362508554,4.114375296307961,5.288581668330435
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.07500000000000001,0.14999999999999997,True,-0.47156983094496613,7.034053562741607e-09,0.05888362572818123,0.716397392024723,0.5072946525193288,-0.2343991125474018,0.15842804920738107,0.001008843285682015,0.08803029483408267,0.970722367711145,3.1399237108652835,5.77318394278343,3.237326560218135
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,-0.07500000000000001,0.14999999999999997,True,-0.46357622449241803,9.786787267844891e-09,0.06402367130974448,0.694143297436687,0.5062860506103257,0.08674897408281104,0.15341444825453388,0.0011057265052861476,0.07526402854703232,5.240090080804073,3.140270262787064,2.6491007035534557,3.617756967014864,3.2493635258941405
