ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,0.22500000000000003,True,-0.5338449584162224,2.019748325378807e-09,0.00947269063845787,0.8736042687559089,0.5209373522852107,0.38669343611388574,0.20526655794003032,0.399836290251579,-0.1668029813121717,3.1417174351572523,0.0002475366016073807,3.141830382095376
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.15,0.22500000000000003,True,-0.46012806859607647,2.564778077641963e-09,0.003161415712010754,0.6880725526066712,0.5022269844799044,0.10806497416204677,0.1498253881874626,0.17554468031075654,-0.15183861115722344,3.1414277271881605,3.2228080051811916,3.142282456141792
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.15,0.22500000000000003,True,-0.5288731254841779,2.815884785248091e-09,0.001985778206105458,0.8655523854469276,0.5163016467382295,0.1383952250765249,-0.42605544030139864,0.19746623536301625,0.35879123563021875,1.9410332251817404,3.13996886902398,4.104196515638631,5.298593262092282
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.15,0.22500000000000003,True,-0.497378754129425,1.1469819345663003e-09,0.031018989295677306,0.78179890943089,0.5013950962245185,-0.3087063499147603,0.1564405074799856,0.2795340865958294,0.07746691959611729,5.34215984767691,3.139423835494882,2.0370448435304422,3.2608493092280435
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,-0.15,0.22500000000000003,False,-0.46201975951695046,2.16711755401911e-08,0.07656949688261772,0.6890945094366732,0.50410650664294,0.07617379539629077,0.14811268182616683,0.0010359097677903883,0.052607561725680735,1.121810721628671,3.138202010309566,3.6935918909268923,5.853404468865624,3.2924248086343058
