ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,-0.3,True,-0.47385480683860703,1.7652520716624508e-09,0.0027971929074863057,0.7246007560011414,0.5159913866346594,0.21345202813380224,0.17857523278522408,0.3009169068977653,0.1317796018050342,-0.0006179036875130848
