ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,-0.3,True,-0.4384148662623137,4.776804865298638e-09,0.1023259333769592,0.6326630341496903,0.4961292557708436,0.001127875538799202,0.13301167435370193,0.17953843823323187,0.053404679293383835,4.7295014248027485
