ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.07500000000000001,-0.15,True,-0.4550829934549269,1.3243349133715397e-09,0.012300161930819472,0.6722465861671681,0.5077579192569696,0.1616005982531886,0.15645048737421327,0.24255563271979247,0.08696310359501798,0.0029127110613062176
