ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.22500000000000003,-0.3,True,-0.44108666060053553,9.61124164523839e-10,0.08607113784709121,0.6386609485110749,0.4958373595332143,0.076657063104323,0.13393085373224695,0.1761693595610089,0.05709778768353117,0.0020612516453980528
