ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,-0.3,True,-0.48920021904265043,6.884494728525013e-10,0.0020430608041330793,0.7670770849275738,0.5201741828570312,0.254092226172251,0.19208374815898208,0.3376715032800708,0.15269243894489795,6.2831796594469145
