ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,-0.22499999999999998,True,-0.49265318826688964,2.7205964973771054e-09,0.004161758136913424,0.7767566876669536,0.5214550083254943,0.2722540152589254,0.19519591017193763,0.3480110509193441,0.15469120376186293,6.282381235632098
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.15,-0.22499999999999998,True,-0.47964759128808476,1.7408125773297235e-09,0.002058096026299982,0.7445454841221387,0.5157831379695863,0.2224927537695924,0.18103444439405175,0.1995074744864661,0.26708436709463607,3.1418762727551077
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.15,-0.22499999999999998,True,-0.4778283011870938,2.4646646556907916e-09,0.007910452802195968,0.7274952018983988,0.5137288085928654,0.06942046392643039,0.23991425860500895,0.17013551308506644,0.27252471290140967,1.9863028376146927,5.265742805560179
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.15,-0.22499999999999998,False,-0.5054894804092825,0.01336646903198339,0.13920386142442917,0.7780888424653453,0.5027356483490172,3.51269503443552e-05,2.170319107763774e-08,1.0056334788788313e-06,5.842625827590098e-10,1.570833442614833,4.711993573852563
