ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,-0.3,True,-0.5080247002964441,1.421135626228083e-09,0.003467936080136792,0.8178555974558774,0.5225482824841982,0.28909351285044027,0.203657725974887,0.36890971380273363,0.17016819363969662,0.00017238428339139134
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.22499999999999998,-0.3,True,-0.483794657497422,9.65610421865083e-10,0.001945557934314951,0.7535962594716864,0.5140731383374504,0.21500272833454348,0.17780508109260396,0.20099930986757938,0.2652079200714574,3.141537011110985
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.22499999999999998,-0.3,True,-0.48421393297561044,2.227569428445925e-09,0.0094797309662876,0.742404946091479,0.5131733961336186,0.06297776246325697,0.24085938119765576,0.17051954600895092,0.2783212258667777,1.9938541932517448,5.268620217182263
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.22499999999999998,-0.3,False,-0.5054894799574446,0.029064328654574305,0.13920767597632655,0.7780808642242933,0.5027304933056843,2.014985289122695e-06,2.7858632067889744e-10,4.9261689500368355e-06,1.8407314561486032e-10,1.5708263744756465,1.570877525549357
