ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,0.07500000000000001,True,-0.49333863414776835,1.5193159391157576e-09,0.005070454393702663,0.777865429402966,0.5211686418802018,0.31983629968855265,0.19417481943435363,0.3593017989525548,0.1422253325255992,0.0018609237944031346
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,0.07500000000000001,True,-0.46392374844279144,8.115317865949741e-10,0.0033381230177083974,0.6965532661484459,0.5095977577824059,0.1684263492958703,0.16320548688136982,0.181009501518656,0.19457895974706077,3.1423457089808133
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,0.07500000000000001,True,-0.49142223979955135,4.184906357292139e-09,0.0029632791829659693,0.7725298175498744,0.5194188137677714,0.10258632491426523,0.346876812081039,0.1886341037664847,0.3217972960993902,1.9471260414745264,5.280667904243779
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,0.07500000000000001,False,-0.4599920513051195,0.004031830828714414,0.14016955803011605,0.6813926227039535,0.49937167564799284,3.3245343331711474e-05,2.394036030528568e-08,0.13890228489407158,7.509310256947899e-09,3.141762667007818,4.713348030894733
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.07500000000000001,0.07500000000000001,False,-0.4618399336998853,1.281684053445428e-09,0.02604484598308733,0.694332483465319,0.4998814072444916,4.711830861448178e-05,0.1464975610266258,0.18259776095583585,8.950339805922927e-05,3.1416937709058006,0.0014740146509877768
