ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,-0.3,True,-0.47387987332495196,2.538720350583465e-09,0.005632423951814861,0.7246365069694426,0.516010669322635,0.21351710160854934,0.17859316508017867,0.30099669346531976,0.13185263545488338,0.0009107559092201704
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,-0.3,True,-0.48924091225282174,1.4828403066909344e-09,0.0017419212430161788,0.7789791019349279,0.5209683445598863,0.27618206051693733,0.1997057505706533,0.2094034346692213,0.3217043284344872,3.1421391634836837
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,-0.3,True,-0.46536288289217664,9.930973643268036e-10,0.04189858497979138,0.6942717598771907,0.5089326342481809,0.061176060841011466,0.1840845210629406,0.1587595900822923,0.23776239907871224,2.026831506098049,5.267413109986688
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,-0.3,False,-0.5054894783298113,0.006609987655044458,0.13920548051443776,0.7780948962928123,0.5027395626777403,9.075602377306424e-05,6.785890904748015e-09,2.5633959447574073e-05,1.1729481469435754e-08,4.712169908308383,4.712150343901289
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.07500000000000001,-0.3,False,-0.45697655413005495,1.6386400768167346e-09,0.033637826030029475,0.6819044621278405,0.4990245242526879,7.496031760240163e-05,0.14328893428063835,0.00016721817611212164,4.743204402724022e-05,3.141521244706436,1.569737517612719
