ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.07500000000000001,-0.3,True,-0.453004886707743,1.962965736623172e-09,0.018124350285157083,0.6674321128295728,0.5048737189078915,0.13264674114001793,0.15178644009939574,0.22665614394753497,0.08678111463228402,0.00031634530528776284
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.07500000000000001,-0.3,True,-0.5039872964396511,1.846084135122619e-09,0.0016374046102946463,0.827429674257744,0.5234535951424079,0.3374782218665656,0.21952199591679294,0.218218397728143,0.3760957052907942,3.141357622147928
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.07500000000000001,-0.3,True,-0.45204731744942184,2.3489193129909852e-09,0.06449163350347377,0.6627765604948004,0.5036418129078036,0.06542113395370107,0.13663263111447435,0.14856025261082273,0.20269225357133996,2.0213485775697024,5.244620488759634
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.07500000000000001,-0.3,False,-0.5079363667833373,0.005913141489058934,0.12830084636715958,0.7856748908774035,0.5025588897411758,0.16265642042165607,4.596803160339391e-09,1.4896721461793438e-05,1.7311781702611384e-08,1.5709387961489036,3.1403486890518133
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.07500000000000001,-0.3,False,-0.4569765486480492,1.5650944538374666e-09,0.03364031120289738,0.6818830600267015,0.4990113189217325,6.559445445336598e-05,0.14328987332743112,7.02870997912608e-05,2.248110879840559e-05,3.141484607912882,1.5706806506893074
