ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.22500000000000003,0.3,True,-0.45092948523475695,1.4602495508668889e-09,0.08577120334429651,0.6634228759872323,0.5060628080970727,0.24045910931240239,0.15259973409533004,0.2625051703833988,0.058392221053282005,0.0003919620866552379
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.22500000000000003,0.3,True,-0.4572504879165902,1.1182939392603707e-09,0.0036649104695831193,0.6873872095349611,0.516457671432957,0.2274302648734804,0.18469752116841875,0.18121135947688988,0.23437547884314056,3.14139668658146
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.22500000000000003,0.3,True,-0.47022341068815654,3.2408510088746044e-09,0.002644504264256352,0.7300955284499114,0.5183769246736244,0.1655205379880424,0.36019899945814327,0.19168676402080206,0.31609420930885773,1.914992946906096,5.271122922600204
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.22500000000000003,0.3,False,-0.5134000760008597,0.023962076615953613,0.10248849911360924,0.8020385104926377,0.5008840777297081,0.18092699301159182,0.014507213814423103,1.751612488384846e-05,1.5803476582920695e-09,4.712210733967743,3.141712782338895
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.22500000000000003,0.3,False,-0.45697654616356864,5.780184722328686e-09,0.03360900867795762,0.6819030300221156,0.4990236619855354,8.874843618328354e-05,0.14328902645424002,7.590113173971957e-05,3.336616474464149e-05,3.1416510267822915,1.5705546774708283
