ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,0.3,True,-0.46273607303933,1.6776792940601493e-09,0.04188705055006263,0.6946559717073834,0.5095444190689663,0.28964873667869284,0.16332992613728747,0.297964955045129,0.07566569126209682,0.00016714732170929864
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.14999999999999997,0.3,True,-0.4554501049687674,8.500178704814006e-10,0.004191408411002134,0.6784808607995102,0.5124846852911821,0.19169663119732905,0.1726713834496291,0.17545063471721295,0.1999776130404461,3.1420690734127277
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.14999999999999997,0.3,True,-0.48198148109843375,2.1294111266296036e-09,0.0025878132496566465,0.7589725088892931,0.5185756817140621,0.16121827012240098,0.3871368029976919,0.19448076986840032,0.33143129565401225,1.925066432223909,5.281323846141211
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.14999999999999997,0.3,False,-0.5108530355536919,0.012947448408711324,0.1172276931327878,0.7934799484556825,0.5020809515000494,0.16626556298467365,1.2324840981126073e-07,2.5389154508448364e-05,5.019931748062589e-09,1.5710636720080173,3.1409464604590625
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.14999999999999997,0.3,False,-0.4569765461524424,5.958509757842899e-10,0.033645590103362336,0.6819025773989823,0.4990227523232406,1.0358521238207352e-05,0.14328764248127912,5.438993189735286e-05,4.43550848608365e-06,3.141592407662377,4.712849951565545
