ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.22499999999999998,True,-0.4467869970598047,9.258906415818046e-10,0.05183268964708869,0.651316146809638,0.5008825345429808,0.11100958997893057,0.14305063125988415,0.20267943576317313,0.0680967928448922,6.280560395588253
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.14999999999999997,-0.22499999999999998,True,-0.5037580522758409,1.5330900294767816e-09,0.0017152549670979443,0.827781931112873,0.523363965593943,0.3496370805631876,0.22289672675320915,0.21814615923371572,0.38252333116618575,3.1416563394672887
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.14999999999999997,-0.22499999999999998,False,-0.46243845762199465,2.0901373067088e-06,0.006435266816824366,0.6913642583103076,0.5115643107610359,0.10472555341045178,0.19900542858538395,0.1663003991530482,0.010008945534487954,1.9392780294637508,3.701916064426855
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.14999999999999997,-0.22499999999999998,False,-0.5109012236307381,0.011799536182014361,0.1178583076841157,0.7930943178078705,0.502146443715201,0.16150891016919933,7.54323381535471e-09,7.06654067095247e-07,1.389734355372596e-09,1.5708138950338704,3.141716121714595
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.14999999999999997,-0.22499999999999998,False,-0.44807714678048477,1.0296959541531996e-09,0.05621370586008158,0.6596207782166194,0.4968668515354766,2.227991679753907e-05,0.13659507326923703,0.16692631149939366,2.598444655452041e-05,3.141710338054541,0.0002095880043813919
