ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,0.07500000000000001,-0.44106911285528316,3.29610380948419e-09,0.08406365012293063,0.6335486593996666,0.4983678756035007,0.10314988386966935,0.13387888897374436,0.18428153519970822,-0.056010445642262804,3.141527346463966,0.0005032173783026988,3.1315447831870045
