ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,0.3,-0.543499126429315,3.4163293021859295e-09,0.009706041722779255,0.894743501147902,0.5183844582676566,0.40386816480670623,0.20475309594198335,0.40487238933696135,-0.16538891904737832,3.1414005054979675,0.0001524987612948444,3.141380069430543
