ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,-0.3,-0.44156639416116833,0.0012115157811393368,0.11294228444750204,0.636223296833523,0.49387365397340116,0.10000003945832588,0.12655393666538145,0.14365322879087086,-0.06774305238809393,3.1361113218940786,0.19999876059334676,3.1416968390007383
