ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,-0.22499999999999998,-0.4802854937601603,1.8675146343752445e-09,0.012285563199517563,0.7353735162136477,0.5192496460715069,0.23231704303003498,0.18169602225437295,0.3124028596166203,-0.1424204466305274,3.1415646387140836,0.000784811838787599,3.141191311863979
