ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,0.14999999999999997,-0.5033316521836914,2.7135434922710576e-09,0.011500726292757548,0.7974795148022642,0.5220426534735136,0.3432442403185207,0.19557856312479857,0.3694742147078236,-0.14967838397875205,3.1416651612338247,0.0005657206799332509,3.141328920502579
