ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.07500000000000001,0.22500000000000003,-0.4742429007205468,2.582411701292564e-09,0.02989994266312176,0.7191354517193472,0.5156488728924349,0.2982757307383305,0.17320610919611895,0.31715363627860244,-0.10494203332667673,3.1416722402521486,0.0007026246998194116,3.1416127311652056
