ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.07500000000000001,-0.15,-0.4587270341050299,2.039550746876205e-09,0.03488351014283539,0.6759641592678497,0.5096462518645125,0.16374254043467482,0.15677199810107414,0.2453286609814038,-0.09822622128045086,3.141372289477663,0.0005671692467464915,3.1441641889867875
