ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,0.14999999999999997,-0.44177718400522414,1.0836635533066947e-09,0.08504985139810785,0.6349618234834093,0.49988011019360074,0.12212851311634149,0.1361642074545359,0.19434393922857635,-0.055821886055457626,3.1415897529409906,0.00024547418324116646,3.1436545663033755
