ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.14999999999999997,-0.15,-0.4508922199507554,2.65765272783803e-09,0.06631781819690494,0.6561153064895102,0.5040427781232908,0.1258027954332402,0.14532143270455633,0.21276168666090484,-0.08022015713148123,3.141423003999342,0.0011076839095052235,3.1463405190688802
