ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.0,0.0,-0.4749607750054812,3.384141125433254e-10,0.017321035623038352,0.7208841272284593,0.5187159150694887,0.0,0.17772514391332328,0.0,0.0,3.141473490823419,0.0,0.0
