ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,0.0,-0.49126251888608274,6.584830654948628e-10,0.01164094500888712,0.7661649809095108,0.5226666751081249,0.0,0.19134067676596767,0.3476371967277138,0.0,3.1414681738945296,0.00025011554951522274,0.0
