ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.22500000000000003,0.0,-0.44597046556193937,9.126422472218157e-10,0.1027842663444495,0.6443782234716887,0.5017331170684118,0.0,0.14013176232254984,0.2012768194116635,0.0,3.14137511003998,0.00022674939520119842,0.0
ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,0.22500000000000003,0.0,-0.47090667580822104,0.00015507694729678334,0.00621544332895844,0.7157662644470414,0.5166655853850493,0.0011712446425942852,0.0,0.17587718737896202,0.05000004388100207,1.9916433138042244,3.142007789068003,2.6109875101318494,3.888628131987126
ans,J2,J3,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.22500000000000003,0.0,-0.4793060828183724,2.5344118035436805e-09,0.0017713916083966787,0.7697054177199701,0.5216564533238093,0.32767531732561594,0.21623877505963465,0.20943829735881037,0.0,3.141745025941475,3.153586172717373,3.1427309315019176
