ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.14999999999999997,-0.22499999999999998,-0.4503088804093026,1.6278279844598421e-09,0.06417103114544193,0.6549690039506915,0.5028259492976493,0.11358777975592371,0.143472142724352,0.20635182713247752,-0.08122126423625807,3.141680212536734,0.0008341838912363605,3.1446354421925444
