ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.22500000000000003,0.14999999999999997,-0.44836971363108186,2.4198930008913782e-09,0.10300428373139718,0.650248947762941,0.5050660188878862,0.1669267712919803,0.1457131303565004,0.2254294546283934,-0.06635969888981422,3.141808661798654,0.00016044388598251207,3.1370595835739006
