ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,0.22500000000000003,-0.4429136949834477,3.413067551187667e-09,0.09142113010770354,0.6376333487177459,0.5016990335496326,0.1491703769254192,0.13913197244496345,0.20846980928265393,-0.05564383758801202,3.1413954803362047,0.0005325743577849768,3.1397908471277765
