J2,J3,Energy,Sigma,A1,A2,A3,L,mL
-0.3,-0.3,-0.8122954520299094,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.2875,-0.3,-0.8060454520299094,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.27499999999999997,-0.3,-0.7997954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.26249999999999996,-0.3,-0.7935454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.24999999999999994,-0.3,-0.7872954520299094,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.23749999999999993,-0.3,-0.7810454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.22499999999999992,-0.3,-0.7747954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.2124999999999999,-0.3,-0.7685454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.1999999999999999,-0.3,-0.7622954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.1874999999999999,-0.3,-0.7560454520299094,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.17499999999999988,-0.3,-0.7497954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.16249999999999987,-0.3,-0.7435454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.14999999999999986,-0.3,-0.7372954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.13749999999999984,-0.3,-0.7310454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.12499999999999983,-0.3,-0.7247954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.11249999999999982,-0.3,-0.7185454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.09999999999999981,-0.3,-0.7122954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.0874999999999998,-0.3,-0.7060454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.07499999999999979,-0.3,-0.6997954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.06249999999999978,-0.3,-0.6935454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.04999999999999977,-0.3,-0.6872954520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.037499999999999756,-0.3,-0.6810454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.024999999999999745,-0.3,-0.6747954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
-0.012499999999999734,-0.3,-0.6685454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
2.7755575615628914e-16,-0.3,-0.6622954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.012500000000000289,-0.3,-0.6560454520299093,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.0250000000000003,-0.3,-0.6497954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.03750000000000031,-0.3,-0.6435454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.05000000000000032,-0.3,-0.6372954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.06250000000000033,-0.3,-0.6310454520299091,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.07500000000000034,-0.3,-0.6247954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.08750000000000036,-0.3,-0.6185454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.10000000000000037,-0.3,-0.6122954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.11250000000000038,-0.3,-0.6060454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.1250000000000004,-0.3,-0.5997954520299091,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.1375000000000004,-0.3,-0.5935454520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
0.1500000000000004,-0.3,-0.5872954520299092,3.876031746125827e-09,0.5242743694590888,0.0,0.142227180765003,1.7786533825352926,1.778641253798384
