ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,0.22500000000000003,True,-0.5110670779655532,7.606813987247964e-10,0.01159200364675692,0.8162176855626123,0.5204726678944838,0.3653609579277536,0.19646286487100512,0.37851699988194476,-0.1497230428678163,3.141530911762466,0.0003113089309583887,3.1413072755148144
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,0.22500000000000003,True,-0.45746528605381176,9.03477449181515e-10,0.0033645269162156798,0.6828819840198829,0.5041297056212581,0.11988765208203488,0.15425263345421406,0.17492949273983258,-0.15883893868947233,3.141649860301365,3.214027139394826,3.1402780922405458
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.07500000000000001,0.22500000000000003,False,-0.49524343905132484,1.0147719138773263e-06,0.0024890220182508123,0.7844980337177235,0.5176444685515941,0.1307141266661108,-0.38818848422190844,0.18978795061621875,0.01000537739816267,1.9406173956397328,3.1410257586573254,4.113518351633317,3.7454178263754367
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.07500000000000001,0.22500000000000003,True,-0.48608984338132855,1.7988927670258683e-09,0.04693663567372104,0.7534500488865304,0.5034778520961567,-0.28743751396282624,0.15649163511899328,0.26882747407094454,0.07737836308436467,0.9561240339018088,3.1395823955566287,4.2369285852154634,3.2489280691981195
